"modell";"phase";"startelement";"connection";"end_element";"klassifikation"
"qwen9b";"3";"Problem New refrigerants are very expensive";"Affects";"Process Product design";"1"
"qwen9b";"3";"Role Product Owner";"(empty)";"IS Technical Component Production system";"1"
"qwen9b";"3";"Role Product Owner";"(empty)";"IS Technical Component Version management system";"1"
"qwen9b";"3";"Role Product Owner";"is responsible for";"Unspecific/Product/Service Smart Heat";"2"
"qwen9b";"3";"Role Product Owner";"is responsible for";"Feature energy-efficient";"1"
"qwen9b";"3";"Organizational Unit Product development department";"(empty)";"IS Technical Component Production system";"1"
"qwen9b";"3";"Organizational Unit Product development department";"(empty)";"IS Technical Component Version management system";"1"
"qwen9b";"3";"Role Product designer";"(empty)";"IS Technical Component Production system";"1"
"qwen9b";"3";"Role Product designer";"is responsible for";"Feature energy-efficient";"1"
"qwen9b";"3";"Organizational Unit Multi-Heat";"is responsible for";"Goal Providing most energy-efficient heating solution in market";"2"
"qwen9b";"3";"Organizational Unit Marketing department";"(empty)";"IS Technical Component Social media studio";"1"
"qwen9b";"3";"Organizational Unit Social media group";"(empty)";"IS Technical Component Social media studio";"1"
"qwen9b";"3";"Process target setting";"Input";"Concept Customer Survey";"2"
"qwen9b";"3";"Process target setting";"Output";"Concept Target Feature";"2"
"qwen9b";"3";"Process target setting";"uses";"IS Technical Component Production system";"1"
"qwen9b";"3";"Process target setting";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"3";"Process define the product specification";"Output";"Concept Specification Document";"2"
"qwen9b";"3";"Process define the product specification";"uses";"IS Technical Component Production system";"1"
"qwen9b";"3";"Process define the product specification";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"3";"Information Set specification document";"uses";"Concept Product";"0"
"qwen9b";"3";"Process Product design";"Output";"Concept Design description";"2"
"qwen9b";"3";"Process Product design";"uses";"IS Technical Component Production system";"1"
"qwen9b";"3";"Process Product design";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"3";"Information Set Design description";"uses";"Concept Product";"0"
"qwen9b";"3";"IS Technical Component Production system";"supports";"Concept Product";"1"
"qwen9b";"3";"IS Technical Component Production system";"supports";"Concept Feature";"1"
"qwen9b";"3";"IS Technical Component Production system";"supports";"Concept Target Feature";"1"
"qwen9b";"3";"IS Technical Component Production system";"supports";"Concept Specification Document";"1"
"qwen9b";"3";"IS Technical Component Production system";"supports";"Concept Design description";"1"
"qwen9b";"3";"IS Technical Component Version management system";"supports";"Concept Product";"1"
"qwen9b";"3";"IS Technical Component Version management system";"supports";"Concept Feature";"1"
"qwen9b";"3";"IS Technical Component Version management system";"supports";"Concept Target Feature";"1"
"qwen9b";"3";"IS Technical Component Social media studio";"supports";"Concept Campaign plan";"1"
"qwen9b";"3";"IS Technical Component Social media studio";"supports";"Concept Campaign target document";"1"
"qwen9b";"3";"IS Technical Component Social media studio";"supports";"Concept Campaign statistics";"1"
"qwen9b";"3";"IS Technical Component Social media studio";"supports";"Concept Campaign result document";"1"
"qwen9b";"3";"Unspecific/Product/Service Smart Heat";"relates to";"Concept Heat pump";"2"
"qwen9b";"3";"Unspecific/Product/Service Smart Heat";"requires";"IS Technical Component Production system";"0"
"qwen9b";"3";"Feature energy-efficient";"relates to";"Concept Feature";"2"
"qwen9b";"3";"Process Plan marketing campaign";"Input";"Concept Campaign target document";"2"
"qwen9b";"3";"Process Plan marketing campaign";"Output";"Concept Campaign plan";"2"
"qwen9b";"3";"Process Run social media campaign";"Input";"Concept Campaign plan";"2"
"qwen9b";"3";"Process Run social media campaign";"Output";"Concept Campaign statistics";"2"
"qwen9b";"3";"Process Run social media campaign";"uses";"IS Technical Component Social media studio";"1"
"qwen9b";"3";"Process Run print media campaign";"Input";"Concept Campaign plan";"2"
"qwen9b";"3";"Process Run print media campaign";"Output";"Concept Campaign statistics";"2"
"qwen9b";"3";"Process Supervise campaign results";"Input";"Concept Campaign statistics";"2"
"qwen9b";"3";"Process Supervise campaign results";"Output";"Concept Campaign result document";"2"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Process target setting";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Process Product design";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Goal Providing most energy-efficient heating solution in market";"motivates";"Feature energy-efficient";"2"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Process target setting";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Process Product design";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Problem Energy consumption of current product version is too high";"Hinders";"Feature energy-efficient";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Process target setting";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Process Product design";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Goal Minimize energy consumption of heat pump";"Supports";"Feature energy-efficient";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Process target setting";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Process Product design";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Goal Produce remaining energy required by heat pump with photovoltaic module";"Supports";"Feature Zero-emission energy production";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Process target setting";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Process define the product specification";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Process Product design";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Information Set target features";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Information Set specification document";"1"
"qwen9b";"4";"Constraint Maximum energy production of photovoltaic module is 50 kWh";"Affects";"Information Set Design description";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Process target setting";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Process Product design";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"IS Technical Component Production system";"0"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"motivates";"IS Technical Component Version management system";"0"
"qwen9b";"4";"Goal Develop new heat extractor with very low energy consumption";"Supports";"Feature energy-efficient";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Process target setting";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Process Product design";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"IS Technical Component Production system";"0"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"motivates";"IS Technical Component Version management system";"0"
"qwen9b";"4";"Goal Re-design existing heat extractor bay adapting it for a new refrigerant";"Supports";"Feature energy-efficient";"1"
"qwen9b";"4";"Problem Short period for development";"motivates";"Process target setting";"0"
"qwen9b";"4";"Problem Short period for development";"motivates";"Process define the product specification";"0"
"qwen9b";"4";"Problem Short period for development";"motivates";"Process Product design";"0"
"qwen9b";"4";"Problem Short period for development";"motivates";"Information Set target features";"0"
"qwen9b";"4";"Problem Short period for development";"motivates";"Information Set specification document";"0"
"qwen9b";"4";"Problem Short period for development";"motivates";"Information Set Design description";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Process target setting";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Process define the product specification";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Process Product design";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Information Set target features";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Information Set specification document";"0"
"qwen9b";"4";"Problem New refrigerants are very expensive";"motivates";"Information Set Design description";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Process target setting";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Process define the product specification";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Process Product design";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Information Set target features";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Information Set specification document";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"motivates";"Information Set Design description";"0"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"Supports";"Feature Quick response to error situations";"1"
"qwen9b";"4";"Goal Provide services supporting high availability of heat pump";"Supports";"Feature Personal service technician";"1"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Process target setting";"0"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Process define the product specification";"1"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Process Product design";"1"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Information Set target features";"1"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Information Set specification document";"1"
"qwen9b";"4";"Problem control unit needs Internet to provide status information";"motivates";"Information Set Design description";"1"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Process target setting";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Process define the product specification";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Process Product design";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Information Set target features";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Information Set specification document";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"motivates";"Information Set Design description";"0"
"qwen9b";"4";"Problem Company has not much experience with online information processing";"Hinders";"Feature Quick response to error situations";"1"
"qwen9b";"4";"Process target setting";"uses";"Concept Customer Survey";"2"
"qwen9b";"4";"Process target setting";"uses";"Concept Target Feature";"0"
"qwen9b";"4";"Process target setting";"uses";"IS Technical Component Production system";"1"
"qwen9b";"4";"Process target setting";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"4";"Process define the product specification";"uses";"Concept Specification Document";"0"
"qwen9b";"4";"Process define the product specification";"uses";"IS Technical Component Production system";"1"
"qwen9b";"4";"Process define the product specification";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"4";"Process Product design";"uses";"Concept Product";"0"
"qwen9b";"4";"Process Product design";"uses";"IS Technical Component Production system";"1"
"qwen9b";"4";"Process Product design";"uses";"IS Technical Component Version management system";"1"
"qwen9b";"4";"IS Technical Component Production system";"supports";"Concept Product";"1"
"qwen9b";"4";"IS Technical Component Production system";"supports";"Concept Feature";"1"
"qwen9b";"4";"IS Technical Component Production system";"supports";"Concept Target Feature";"1"
"qwen9b";"4";"IS Technical Component Production system";"supports";"Concept Specification Document";"1"
"qwen9b";"4";"IS Technical Component Production system";"supports";"Concept Design description";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Concept Product";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Concept Feature";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Concept Target Feature";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Concept Specification Document";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Concept Design description";"1"
"qwen9b";"4";"IS Technical Component Version management system";"supports";"Attribute Version";"1"
"qwen9b";"4";"IS Technical Component Social media studio";"supports";"Concept Campaign target document";"1"
"qwen9b";"4";"IS Technical Component Social media studio";"supports";"Concept Campaign plan";"1"
"qwen9b";"4";"IS Technical Component Social media studio";"supports";"Concept Campaign statistics";"1"
"qwen9b";"4";"IS Technical Component Social media studio";"supports";"Concept Campaign result document";"1"
"qwen9b";"4";"IS Technical Component Product planning system";"supports";"Concept Order specification";"1"
"qwen9b";"4";"IS Technical Component Product planning system";"supports";"Concept Rejected order specification";"1"
"qwen9b";"4";"IS Technical Component Product planning system";"supports";"Concept Verified order specification";"1"
"qwen9b";"4";"IS Technical Component Product planning system";"supports";"Concept Order confirmation";"1"
"qwen9b";"4";"IS Technical Component Product planning system";"supports";"Concept Delivery order";"1"
"qwen9b";"4";"IS Technical Component Enterprise resource planning system";"supports";"Concept Order specification";"1"
"qwen9b";"4";"IS Technical Component Enterprise resource planning system";"supports";"Concept Rejected order specification";"1"
"qwen9b";"4";"IS Technical Component Enterprise resource planning system";"supports";"Concept Verified order specification";"1"
"qwen9b";"4";"IS Technical Component Enterprise resource planning system";"supports";"Concept Order confirmation";"1"
"qwen9b";"4";"IS Technical Component Enterprise resource planning system";"supports";"Concept Delivery order";"1"
"qwen9b";"4";"IS Technical Component Distributed database";"supports";"Concept Order specification";"1"
"qwen9b";"4";"IS Technical Component Distributed database";"supports";"Concept Rejected order specification";"1"
"qwen9b";"4";"IS Technical Component Distributed database";"supports";"Concept Verified order specification";"1"
"qwen9b";"4";"IS Technical Component Distributed database";"supports";"Concept Order confirmation";"1"
"qwen9b";"4";"IS Technical Component Distributed database";"supports";"Concept Delivery order";"1"
"qwen9b";"4";"Unspecific/Product/Service Smart Heat";"relates to";"Concept Heat pump";"2"
"qwen9b";"4";"Component indoor module";"relates to";"Concept Design description";"1"
"qwen9b";"4";"Component outdoor module";"relates to";"Concept Design description";"1"
"qwen9b";"4";"Feature energy-efficient";"relates to";"Concept Feature";"2"
"qwen9b";"4";"Component Photovoltaic module";"relates to";"Concept Design description";"1"
"qwen9b";"4";"Component Outdoor air exchange unit";"relates to";"Concept Design description";"1"
"qwen9b";"4";"Unspecific/Product/Service Maintenance and trouble-shooting";"relates to";"Concept Product";"2"
"qwen9b";"4";"Unspecific/Product/Service Annual service";"relates to";"Concept Product";"1"
"qwen9b";"4";"Unspecific/Product/Service Repair";"relates to";"Concept Product";"1"
"qwen9b";"4";"Unspecific/Product/Service Service kit";"relates to";"Concept Product";"2"
"qwen9b";"4";"Feature Quick response to error situations";"relates to";"Concept Feature";"1"
"qwen9b";"4";"Feature Discount prices in case of repairs";"relates to";"Concept Feature";"1"
"qwen9b";"4";"Feature Personal service technician";"relates to";"Concept Feature";"1"
"qwen9b";"4";"Process Plan marketing campaign";"Input";"Concept Campaign target document";"2"
"qwen9b";"4";"Process Plan marketing campaign";"Output";"Concept Campaign plan";"2"
"qwen9b";"4";"Process Plan marketing campaign";"uses";"IS Technical Component Social media studio";"1"
"qwen9b";"4";"Process Run social media campaign";"Input";"Concept Campaign plan";"2"
"qwen9b";"4";"Process Run social media campaign";"Output";"Concept Campaign statistics";"2"
"qwen9b";"4";"Process Run social media campaign";"uses";"IS Technical Component Social media studio";"1"
"qwen9b";"4";"Process Run print media campaign";"Input";"Concept Campaign plan";"2"
"qwen9b";"4";"Process Run print media campaign";"Output";"Concept Campaign statistics";"2"
"qwen9b";"4";"Process Run print media campaign";"uses";"IS Technical Component Social media studio";"1"
"qwen9b";"4";"Process Supervise campaign results";"Input";"Concept Campaign statistics";"2"
"qwen9b";"4";"Process Supervise campaign results";"Output";"Concept Campaign result document";"2"
"qwen9b";"4";"Process Supervise campaign results";"uses";"IS Technical Component Social media studio";"1"
"qwen9b";"4";"Process Handle customer order";"uses";"IS Technical Component Product planning system";"2"
"qwen9b";"4";"Process Handle customer order";"uses";"IS Technical Component Enterprise resource planning system";"2"
"qwen9b";"4";"Process Handle customer order";"uses";"IS Technical Component Distributed database";"1"
"qwen9b";"4";"Process Check availability";"uses";"IS Technical Component Enterprise resource planning system";"1"
"qwen9b";"4";"Process Check availability";"uses";"IS Technical Component Distributed database";"1"
"qwen9b";"4";"Process Check customer status";"uses";"IS Technical Component Enterprise resource planning system";"1"
"qwen9b";"4";"Process Check customer status";"uses";"IS Technical Component Distributed database";"1"
"qwen9b";"4";"Process Check configuration";"uses";"IS Technical Component Product planning system";"1"
"qwen9b";"4";"Process Check configuration";"uses";"IS Technical Component Distributed database";"1"
